dataset,bodyId,type,instance,annotation_bodypart,subclass,superclass,somaSide,somaNeuromere,exitNerve,statusLabel,target_muscle,joint,anatomical_or_literature_action,action_mapping_status,evidence_source,evidence_table,limits,physiological_record_of_this_bodyId,incoming_edges,incoming_weight,top_3_presynaptic_bodies
male-cns:v1.0,556589,MN3L,MN3L_L,摂食筋群（口器・咽頭等）,pm,cb_motor,L,,PhN,Prelim Roughly traced,m3 lateral fibres,,haustellum屈曲,exact_type_label_bridge,MCK20,data/nonleg_muscle_evidence.csv,MN2DとMN4のa/b亜型は2026命名。2020の親型操作を各亜型の独立作用としない。機械的連動と神経回路協調も別。,not_measured,129,361,"[{""bodyId"": ""11274"", ""type"": ""GNG091"", ""superclass"": ""cb_intrinsic"", ""weight"": 39}, {""bodyId"": ""57803"", ""type"": ""GNG225"", ""superclass"": ""cb_intrinsic"", ""weight"": 17}, {""bodyId"": ""519662"", ""type"": ""GNG403"", ""superclass"": ""cb_intrinsic"", ""weight"": 17}]"
male-cns:v1.0,580748,MN1,MN1_R,摂食筋群（口器・咽頭等）,pm,cb_motor,R,GNG,MxLbN,Prelim Roughly traced,m1,,rostrum退縮。伸展状態ではhaustellum屈曲も誘起,exact_type_label_bridge,MCK20,data/nonleg_muscle_evidence.csv,MN2DとMN4のa/b亜型は2026命名。2020の親型操作を各亜型の独立作用としない。機械的連動と神経回路協調も別。,not_measured,107,302,"[{""bodyId"": ""10673"", ""type"": ""GNG002"", ""superclass"": ""cb_intrinsic"", ""weight"": 19}, {""bodyId"": ""13099"", ""type"": ""GNG292"", ""superclass"": ""cb_intrinsic"", ""weight"": 18}, {""bodyId"": ""10135"", ""type"": ""DNge031"", ""superclass"": ""descending_neuron"", ""weight"": 15}]"
male-cns:v1.0,800056,DVMn 1a-c,DVMn 1a-c_R,翅・胸部筋群,wm,vnc_motor,R,T2,ADMN,Reviewed,DVM1,,間接飛翔動力筋・翅挙上。非同期伸張活性化でDLMと拮抗,exact_type_label_bridge,AZE24,data/nonleg_muscle_evidence.csv,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。,not_measured,564,4369,"[{""bodyId"": ""803023"", ""type"": ""IN19B043"", ""superclass"": ""vnc_intrinsic"", ""weight"": 106}, {""bodyId"": ""802531"", ""type"": ""IN19B043"", ""superclass"": ""vnc_intrinsic"", ""weight"": 104}, {""bodyId"": ""908780"", ""type"": ""IN11B013"", ""superclass"": ""vnc_intrinsic"", ""weight"": 87}]"
male-cns:v1.0,800061,Tergopleural/Pleural promotor MN,Tergopleural/Pleural promotor MN_L,前脚筋群,fl,vnc_motor,L,T1,DProN,Reviewed,Tergopleural/Pleural promotor MN,thorax-coxa,coxa_anterior_movement,anatomical_action_inferred,Azevedo 2024 Appendix A1 p2; A2 pp15-16,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。,not_measured,1300,13343,"[{""bodyId"": ""803611"", ""type"": ""IN16B034"", ""superclass"": ""vnc_intrinsic"", ""weight"": 391}, {""bodyId"": ""800527"", ""type"": ""IN19A005"", ""superclass"": ""vnc_intrinsic"", ""weight"": 245}, {""bodyId"": ""22931"", ""type"": ""ANXXX006"", ""superclass"": ""ascending_neuron"", ""weight"": 211}]"
male-cns:v1.0,800146,TTMn,TTMn_R,翅・胸部筋群,wm,vnc_motor,R,T2,PDMNp,Reviewed,middle-leg tergotrochanter muscle (TTM),,中脚跳躍/離陸の脚伸展,exact_type_label_bridge,AZE24;MANC,data/nonleg_muscle_evidence.csv,wm注釈でも翅を直接動かす筋ではない。,not_measured,496,4042,"[{""bodyId"": ""808185"", ""type"": ""IN21A026"", ""superclass"": ""vnc_intrinsic"", ""weight"": 223}, {""bodyId"": ""1050765441"", ""type"": ""IN13A022"", ""superclass"": ""vnc_intrinsic"", ""weight"": 195}, {""bodyId"": ""804208"", ""type"": ""IN21A027"", ""superclass"": ""vnc_intrinsic"", ""weight"": 190}]"
male-cns:v1.0,800158,Ti extensor MN,Ti extensor MN_R,後脚筋群,hl,vnc_motor,R,T3,MetaLN,Reviewed,Ti extensor MN,femur-tibia,extension,anatomical_action_inferred,Azevedo 2024 Appendix A1 p3; A11 p31,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。,not_measured,1261,13706,"[{""bodyId"": ""814625"", ""type"": ""IN19A005"", ""superclass"": ""vnc_intrinsic"", ""weight"": 499}, {""bodyId"": ""800772"", ""type"": ""IN08A005"", ""superclass"": ""vnc_intrinsic"", ""weight"": 383}, {""bodyId"": ""800749"", ""type"": ""IN13A006"", ""superclass"": ""vnc_intrinsic"", ""weight"": 293}]"
male-cns:v1.0,800175,Pleural remotor/abductor MN,Pleural remotor/abductor MN_L,後脚筋群,hl,vnc_motor,L,T3,MetaLN,Reviewed,Pleural remotor/abductor MN,thorax-coxa,coxa_posterior_and_lateral_movement,anatomical_action_inferred,Azevedo 2024 Appendix A1 p2; A4 pp18-19,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。,not_measured,1080,14166,"[{""bodyId"": ""800622"", ""type"": ""IN19A003"", ""superclass"": ""vnc_intrinsic"", ""weight"": 307}, {""bodyId"": ""903463"", ""type"": ""IN21A017"", ""superclass"": ""vnc_intrinsic"", ""weight"": 275}, {""bodyId"": ""801084"", ""type"": ""IN01A023"", ""superclass"": ""vnc_intrinsic"", ""weight"": 273}]"
male-cns:v1.0,800184,MNwm36,MNwm36_L,翅・胸部筋群,wm,vnc_motor,L,T2,MesoAN,Reviewed,unassigned; pleurosternal candidate,,筋/作用未確定,candidate,MANC;AZE24,data/nonleg_muscle_evidence.csv,ps1近似形態。筋支配・神経修飾との識別未確定。,not_measured,1381,20597,"[{""bodyId"": ""800842"", ""type"": ""IN13A013"", ""superclass"": ""vnc_intrinsic"", ""weight"": 373}, {""bodyId"": ""801060"", ""type"": ""INXXX095"", ""superclass"": ""vnc_intrinsic"", ""weight"": 300}, {""bodyId"": ""800892"", ""type"": ""IN06B013"", ""superclass"": ""vnc_intrinsic"", ""weight"": 291}]"
male-cns:v1.0,800190,MNwm35,MNwm35_R,翅・胸部筋群,wm,vnc_motor,R,T2,MesoAN,Reviewed,third axillary iii4 candidate (FANC nomenclature iii2),,直接操舵候補,candidate,MANC;AZE24,data/nonleg_muscle_evidence.csv,MANC Fig6でputative。iii2/iii4の文献命名差を同義識別なしに統合しない。,not_measured,1221,14895,"[{""bodyId"": ""800752"", ""type"": ""IN19B008"", ""superclass"": ""vnc_intrinsic"", ""weight"": 451}, {""bodyId"": ""803760"", ""type"": ""IN03A011"", ""superclass"": ""vnc_intrinsic"", ""weight"": 313}, {""bodyId"": ""929514"", ""type"": ""IN06B047"", ""superclass"": ""vnc_intrinsic"", ""weight"": 246}]"
male-cns:v1.0,800230,MNml82,MNml82_R,中脚筋群,ml,vnc_motor,R,T2,MesoLN,Reviewed,,unknown,unknown,muscle_unresolved,no_named_muscle_type,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。 旧MANC標的とのラベル差あり。legs/legacy_target_differences.csv参照。,not_measured,884,7453,"[{""bodyId"": ""801794"", ""type"": ""IN13B012"", ""superclass"": ""vnc_intrinsic"", ""weight"": 421}, {""bodyId"": ""905262"", ""type"": ""IN19A030"", ""superclass"": ""vnc_intrinsic"", ""weight"": 343}, {""bodyId"": ""801097"", ""type"": ""IN21A003"", ""superclass"": ""vnc_intrinsic"", ""weight"": 192}]"
male-cns:v1.0,800241,hg1 MN,hg1 MN_L,翅・胸部筋群,wm,vnc_motor,L,T2,ADMN,Roughly traced,fourth axillary hg1 / iv1,,翅基部硬節を介する直接操舵。単一の固定yaw/pitch/roll作用は今回割り当てない,exact_type_label_bridge,MANC;AZE24;EHR23,data/nonleg_muscle_evidence.csv,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。,not_measured,1120,17394,"[{""bodyId"": ""800084"", ""type"": ""IN19B008"", ""superclass"": ""vnc_intrinsic"", ""weight"": 459}, {""bodyId"": ""800496"", ""type"": ""IN11B004"", ""superclass"": ""vnc_intrinsic"", ""weight"": 385}, {""bodyId"": ""802916"", ""type"": ""IN03A011"", ""superclass"": ""vnc_intrinsic"", ""weight"": 297}]"
male-cns:v1.0,800248,MNad07,MNad07_L,腹部筋群,ad,vnc_motor,L,A4,AbN4,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,192,1347,"[{""bodyId"": ""1053964972"", ""type"": ""IN10B010"", ""superclass"": ""vnc_intrinsic"", ""weight"": 103}, {""bodyId"": ""801151"", ""type"": ""IN10B010"", ""superclass"": ""vnc_intrinsic"", ""weight"": 87}, {""bodyId"": ""816908"", ""type"": ""INXXX244"", ""superclass"": ""vnc_intrinsic"", ""weight"": 82}]"
male-cns:v1.0,800290,Pleural remotor/abductor MN,Pleural remotor/abductor MN_R,後脚筋群,hl,vnc_motor,R,T3,MetaLN,Reviewed,Pleural remotor/abductor MN,thorax-coxa,coxa_posterior_and_lateral_movement,anatomical_action_inferred,Azevedo 2024 Appendix A1 p2; A4 pp18-19,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。,not_measured,573,5164,"[{""bodyId"": ""800959"", ""type"": ""IN21A017"", ""superclass"": ""vnc_intrinsic"", ""weight"": 157}, {""bodyId"": ""906624"", ""type"": ""IN19A037"", ""superclass"": ""vnc_intrinsic"", ""weight"": 143}, {""bodyId"": ""803828"", ""type"": ""IN19A016"", ""superclass"": ""vnc_intrinsic"", ""weight"": 141}]"
male-cns:v1.0,800316,Sternal anterior rotator MN,Sternal anterior rotator MN,後脚筋群,hl,vnc_motor,R,T3,MetaLN,Reviewed,Sternal anterior rotator MN,thorax-coxa,coxa_anterior_movement,anatomical_action_inferred,Azevedo 2024 Appendix A1 p3; A3 p17,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。,not_measured,867,7042,"[{""bodyId"": ""800167"", ""type"": ""IN21A001"", ""superclass"": ""vnc_intrinsic"", ""weight"": 354}, {""bodyId"": ""801357"", ""type"": ""IN21A013"", ""superclass"": ""vnc_intrinsic"", ""weight"": 299}, {""bodyId"": ""803533"", ""type"": ""IN03B042"", ""superclass"": ""vnc_intrinsic"", ""weight"": 183}]"
male-cns:v1.0,800358,MNhl64,MNhl64_R,後脚筋群,hl,vnc_motor,R,T3,MetaLN,Reviewed,,unknown,unknown,muscle_unresolved,no_named_muscle_type,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。 旧MANC標的とのラベル差あり。legs/legacy_target_differences.csv参照。,not_measured,336,2080,"[{""bodyId"": ""802481"", ""type"": ""IN20A.22A008"", ""superclass"": ""vnc_intrinsic"", ""weight"": 121}, {""bodyId"": ""802811"", ""type"": ""IN20A.22A008"", ""superclass"": ""vnc_intrinsic"", ""weight"": 120}, {""bodyId"": ""802260"", ""type"": ""IN18B021"", ""superclass"": ""vnc_intrinsic"", ""weight"": 57}]"
male-cns:v1.0,800381,i2 MN,i2 MN_L,翅・胸部筋群,wm,vnc_motor,L,T2,ADMN,Reviewed,first axillary i2,,翅基部硬節を介する直接操舵。単一の固定yaw/pitch/roll作用は今回割り当てない,exact_type_label_bridge,MANC;AZE24;EHR23,data/nonleg_muscle_evidence.csv,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。,not_measured,1336,18073,"[{""bodyId"": ""932493"", ""type"": ""IN08B003"", ""superclass"": ""vnc_intrinsic"", ""weight"": 537}, {""bodyId"": ""801805"", ""type"": ""IN08B003"", ""superclass"": ""vnc_intrinsic"", ""weight"": 365}, {""bodyId"": ""800145"", ""type"": ""IN11A001"", ""superclass"": ""vnc_intrinsic"", ""weight"": 361}]"
male-cns:v1.0,800412,DVMn 1a-c,DVMn 1a-c_L,翅・胸部筋群,wm,vnc_motor,L,T2,ADMN,Reviewed,DVM1,,間接飛翔動力筋・翅挙上。非同期伸張活性化でDLMと拮抗,exact_type_label_bridge,AZE24,data/nonleg_muscle_evidence.csv,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。,not_measured,661,5049,"[{""bodyId"": ""805361"", ""type"": ""IN11B013"", ""superclass"": ""vnc_intrinsic"", ""weight"": 130}, {""bodyId"": ""804732"", ""type"": ""IN11B013"", ""superclass"": ""vnc_intrinsic"", ""weight"": 120}, {""bodyId"": ""800842"", ""type"": ""IN13A013"", ""superclass"": ""vnc_intrinsic"", ""weight"": 94}]"
male-cns:v1.0,800474,MNhm42,MNhm42_R,平均棍筋群,hm,vnc_motor,R,T3,AbN1,Roughly traced,haltere basalar hb1 or hb2 (unordered pair),,平均棍操舵,unordered_muscle_pair,MANC;EHR23,data/nonleg_muscle_evidence.csv,hb1/hb2のどちらを各型が支配するかは未決。MANC49582は両型に重複対応。,not_measured,782,9056,"[{""bodyId"": ""30119"", ""type"": ""AN06B023"", ""superclass"": ""ascending_neuron"", ""weight"": 285}, {""bodyId"": ""10460"", ""type"": ""DNa09"", ""superclass"": ""descending_neuron"", ""weight"": 209}, {""bodyId"": ""11314"", ""type"": ""DNae003"", ""superclass"": ""descending_neuron"", ""weight"": 203}]"
male-cns:v1.0,800478,MNad68,MNad68_L,腹部筋群,ad,vnc_motor,L,A9,AbNT,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,578,9012,"[{""bodyId"": ""903171"", ""type"": ""INXXX228"", ""superclass"": ""vnc_intrinsic"", ""weight"": 492}, {""bodyId"": ""801169"", ""type"": ""INXXX297"", ""superclass"": ""vnc_intrinsic"", ""weight"": 246}, {""bodyId"": ""902699"", ""type"": ""INXXX052"", ""superclass"": ""vnc_intrinsic"", ""weight"": 234}]"
male-cns:v1.0,800479,MNad49,MNad49_R,腹部筋群,ad,vnc_motor,R,A9,AbNT,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,126,1660,"[{""bodyId"": ""902304"", ""type"": ""INXXX167"", ""superclass"": ""vnc_intrinsic"", ""weight"": 170}, {""bodyId"": ""801242"", ""type"": ""INXXX167"", ""superclass"": ""vnc_intrinsic"", ""weight"": 156}, {""bodyId"": ""905259"", ""type"": ""INXXX328"", ""superclass"": ""vnc_intrinsic"", ""weight"": 152}]"
male-cns:v1.0,800504,Sternotrochanter MN,Sternotrochanter MN_L,後脚筋群,hl,vnc_motor,L,T3,MetaLN,Reviewed,Sternotrochanter MN,coxa-trochanter,extension,anatomical_action_inferred,Azevedo 2024 Appendix A1 p3; A6 pp22-23,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。,not_measured,1903,17637,"[{""bodyId"": ""800095"", ""type"": ""IN20A.22A001"", ""superclass"": ""vnc_intrinsic"", ""weight"": 466}, {""bodyId"": ""800263"", ""type"": ""IN20A.22A001"", ""superclass"": ""vnc_intrinsic"", ""weight"": 461}, {""bodyId"": ""800188"", ""type"": ""IN19A010"", ""superclass"": ""vnc_intrinsic"", ""weight"": 393}]"
male-cns:v1.0,800541,Pleural remotor/abductor MN,Pleural remotor/abductor MN_L,中脚筋群,ml,vnc_motor,L,T2,MesoLN,Reviewed,Pleural remotor/abductor MN,thorax-coxa,coxa_posterior_and_lateral_movement,anatomical_action_inferred,Azevedo 2024 Appendix A1 p2; A4 pp18-19,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。,not_measured,574,5220,"[{""bodyId"": ""800705"", ""type"": ""IN03A010"", ""superclass"": ""vnc_intrinsic"", ""weight"": 216}, {""bodyId"": ""804550"", ""type"": ""IN03A024"", ""superclass"": ""vnc_intrinsic"", ""weight"": 202}, {""bodyId"": ""902427"", ""type"": ""IN19A013"", ""superclass"": ""vnc_intrinsic"", ""weight"": 137}]"
male-cns:v1.0,800553,Pleural remotor/abductor MN,Pleural remotor/abductor MN_R,後脚筋群,hl,vnc_motor,R,T3,MetaLN,Reviewed,Pleural remotor/abductor MN,thorax-coxa,coxa_posterior_and_lateral_movement,anatomical_action_inferred,Azevedo 2024 Appendix A1 p2; A4 pp18-19,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。,not_measured,1498,19953,"[{""bodyId"": ""905977"", ""type"": ""IN03A042"", ""superclass"": ""vnc_intrinsic"", ""weight"": 442}, {""bodyId"": ""804063"", ""type"": ""IN03A010"", ""superclass"": ""vnc_intrinsic"", ""weight"": 403}, {""bodyId"": ""808289"", ""type"": ""IN01A023"", ""superclass"": ""vnc_intrinsic"", ""weight"": 384}]"
male-cns:v1.0,800573,i2 MN,i2 MN_R,翅・胸部筋群,wm,vnc_motor,R,T2,ADMN,Reviewed,first axillary i2,,翅基部硬節を介する直接操舵。単一の固定yaw/pitch/roll作用は今回割り当てない,exact_type_label_bridge,MANC;AZE24;EHR23,data/nonleg_muscle_evidence.csv,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。,not_measured,1320,16019,"[{""bodyId"": ""801805"", ""type"": ""IN08B003"", ""superclass"": ""vnc_intrinsic"", ""weight"": 432}, {""bodyId"": ""932493"", ""type"": ""IN08B003"", ""superclass"": ""vnc_intrinsic"", ""weight"": 357}, {""bodyId"": ""800178"", ""type"": ""IN11A001"", ""superclass"": ""vnc_intrinsic"", ""weight"": 356}]"
male-cns:v1.0,800577,MNad61,MNad61_L,腹部筋群,ad,vnc_motor,L,A8,AbNT,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,437,5587,"[{""bodyId"": ""902699"", ""type"": ""INXXX052"", ""superclass"": ""vnc_intrinsic"", ""weight"": 351}, {""bodyId"": ""903018"", ""type"": ""INXXX262"", ""superclass"": ""vnc_intrinsic"", ""weight"": 264}, {""bodyId"": ""934485"", ""type"": ""INXXX262"", ""superclass"": ""vnc_intrinsic"", ""weight"": 235}]"
male-cns:v1.0,800578,Fe reductor MN,Fe reductor MN_L,後脚筋群,hl,vnc_motor,L,T3,MetaLN,Reviewed,Fe reductor MN,trochanter-femur,unknown,named_muscle_action_unresolved,Azevedo 2024 Appendix A1 p3; A10 pp29-30,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。,not_measured,1502,21056,"[{""bodyId"": ""903463"", ""type"": ""IN21A017"", ""superclass"": ""vnc_intrinsic"", ""weight"": 391}, {""bodyId"": ""801084"", ""type"": ""IN01A023"", ""superclass"": ""vnc_intrinsic"", ""weight"": 326}, {""bodyId"": ""800134"", ""type"": ""IN03A010"", ""superclass"": ""vnc_intrinsic"", ""weight"": 292}]"
male-cns:v1.0,800589,Tr flexor MN,Tr flexor MN_L,中脚筋群,ml,vnc_motor,L,T2,MesoLN,Reviewed,Tr flexor MN,coxa-trochanter,flexion,anatomical_action_inferred,Azevedo 2024 Appendix A1 p3; A7-A8 pp24-26,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。 旧MANC標的とのラベル差あり。legs/legacy_target_differences.csv参照。,not_measured,694,8161,"[{""bodyId"": ""800816"", ""type"": ""IN21A010"", ""superclass"": ""vnc_intrinsic"", ""weight"": 453}, {""bodyId"": ""800236"", ""type"": ""IN19A008"", ""superclass"": ""vnc_intrinsic"", ""weight"": 375}, {""bodyId"": ""800837"", ""type"": ""IN19B012"", ""superclass"": ""vnc_intrinsic"", ""weight"": 244}]"
male-cns:v1.0,800606,MNwm35,MNwm35_L,翅・胸部筋群,wm,vnc_motor,L,T2,MesoAN,Reviewed,third axillary iii4 candidate (FANC nomenclature iii2),,直接操舵候補,candidate,MANC;AZE24,data/nonleg_muscle_evidence.csv,MANC Fig6でputative。iii2/iii4の文献命名差を同義識別なしに統合しない。,not_measured,1172,17066,"[{""bodyId"": ""800084"", ""type"": ""IN19B008"", ""superclass"": ""vnc_intrinsic"", ""weight"": 522}, {""bodyId"": ""802916"", ""type"": ""IN03A011"", ""superclass"": ""vnc_intrinsic"", ""weight"": 433}, {""bodyId"": ""809769"", ""type"": ""IN06A033"", ""superclass"": ""vnc_intrinsic"", ""weight"": 280}]"
male-cns:v1.0,800608,MNad19,MNad19_R,腹部筋群,ad,vnc_motor,R,A4,AbN4,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,685,11315,"[{""bodyId"": ""803996"", ""type"": ""INXXX287"", ""superclass"": ""vnc_intrinsic"", ""weight"": 286}, {""bodyId"": ""800855"", ""type"": ""IN01A045"", ""superclass"": ""vnc_intrinsic"", ""weight"": 219}, {""bodyId"": ""802462"", ""type"": ""IN01A045"", ""superclass"": ""vnc_intrinsic"", ""weight"": 185}]"
male-cns:v1.0,800621,Ti extensor MN,Ti extensor MN_L,後脚筋群,hl,vnc_motor,L,T3,MetaLN,Reviewed,Ti extensor MN,femur-tibia,extension,anatomical_action_inferred,Azevedo 2024 Appendix A1 p3; A11 p31,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。,not_measured,760,6987,"[{""bodyId"": ""800430"", ""type"": ""IN19A005"", ""superclass"": ""vnc_intrinsic"", ""weight"": 318}, {""bodyId"": ""905000"", ""type"": ""IN08A007"", ""superclass"": ""vnc_intrinsic"", ""weight"": 206}, {""bodyId"": ""800642"", ""type"": ""IN13A006"", ""superclass"": ""vnc_intrinsic"", ""weight"": 189}]"
male-cns:v1.0,800636,Ti extensor MN,Ti extensor MN_L,前脚筋群,fl,vnc_motor,L,T1,ProLN,Reviewed,Ti extensor MN,femur-tibia,extension,anatomical_action_inferred,Azevedo 2024 Appendix A1 p3; A11 p31,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。,not_measured,493,4502,"[{""bodyId"": ""800527"", ""type"": ""IN19A005"", ""superclass"": ""vnc_intrinsic"", ""weight"": 252}, {""bodyId"": ""931203"", ""type"": ""IN08A007"", ""superclass"": ""vnc_intrinsic"", ""weight"": 170}, {""bodyId"": ""904707"", ""type"": ""IN13A006"", ""superclass"": ""vnc_intrinsic"", ""weight"": 133}]"
male-cns:v1.0,800637,i1 MN,i1 MN_R,翅・胸部筋群,wm,vnc_motor,R,T2,ADMN,Roughly traced,first axillary i1,,翅基部硬節を介する直接操舵。単一の固定yaw/pitch/roll作用は今回割り当てない,exact_type_label_bridge,MANC;AZE24;EHR23,data/nonleg_muscle_evidence.csv,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。,not_measured,1140,12818,"[{""bodyId"": ""804132"", ""type"": ""IN06A003"", ""superclass"": ""vnc_intrinsic"", ""weight"": 233}, {""bodyId"": ""805303"", ""type"": ""IN08B051_d"", ""superclass"": ""vnc_intrinsic"", ""weight"": 233}, {""bodyId"": ""907678"", ""type"": ""IN19A026"", ""superclass"": ""vnc_intrinsic"", ""weight"": 158}]"
male-cns:v1.0,800659,MNad22,MNad22_R,腹部筋群,ad,vnc_motor,R,A7,AbNT,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,352,5152,"[{""bodyId"": ""803352"", ""type"": ""INXXX239"", ""superclass"": ""vnc_intrinsic"", ""weight"": 197}, {""bodyId"": ""802945"", ""type"": ""INXXX239"", ""superclass"": ""vnc_intrinsic"", ""weight"": 191}, {""bodyId"": ""807072"", ""type"": ""INXXX343"", ""superclass"": ""vnc_intrinsic"", ""weight"": 187}]"
male-cns:v1.0,800664,MNad64,MNad64_L,腹部筋群,ad,vnc_motor,L,A9,AbNT,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,818,11367,"[{""bodyId"": ""902699"", ""type"": ""INXXX052"", ""superclass"": ""vnc_intrinsic"", ""weight"": 596}, {""bodyId"": ""800359"", ""type"": ""INXXX052"", ""superclass"": ""vnc_intrinsic"", ""weight"": 517}, {""bodyId"": ""802396"", ""type"": ""IN18B033"", ""superclass"": ""vnc_intrinsic"", ""weight"": 502}]"
male-cns:v1.0,800696,MNwm36,MNwm36_R,翅・胸部筋群,wm,vnc_motor,R,T2,MesoAN,Reviewed,unassigned; pleurosternal candidate,,筋/作用未確定,candidate,MANC;AZE24,data/nonleg_muscle_evidence.csv,ps1近似形態。筋支配・神経修飾との識別未確定。,not_measured,1310,18550,"[{""bodyId"": ""801273"", ""type"": ""IN13A013"", ""superclass"": ""vnc_intrinsic"", ""weight"": 386}, {""bodyId"": ""800949"", ""type"": ""IN06B013"", ""superclass"": ""vnc_intrinsic"", ""weight"": 268}, {""bodyId"": ""902773"", ""type"": ""INXXX095"", ""superclass"": ""vnc_intrinsic"", ""weight"": 248}]"
male-cns:v1.0,800718,DLMn c-f,DLMn c-f_L,翅・胸部筋群,wm,vnc_motor,L,T1,PDMNa,Reviewed,DLM fibres c-f,,間接飛翔動力筋・翅下降。非同期伸張活性化の動力を調節,exact_type_label_bridge,AZE24;HUR23,data/nonleg_muscle_evidence.csv,"DLMn a,bは筋2線維を支配する1MN/側。DLMn c-fは4MN/側。論文MN1-5と個別一対一へ再番号付けしない。soma側と筋側は反対になり得る。",not_measured,811,9762,"[{""bodyId"": ""804556"", ""type"": ""IN19B043"", ""superclass"": ""vnc_intrinsic"", ""weight"": 185}, {""bodyId"": ""906554"", ""type"": ""IN19B043"", ""superclass"": ""vnc_intrinsic"", ""weight"": 180}, {""bodyId"": ""908183"", ""type"": ""IN19B043"", ""superclass"": ""vnc_intrinsic"", ""weight"": 131}]"
male-cns:v1.0,800743,ps1 MN,ps1 MN_R,翅・胸部筋群,wm,vnc_motor,R,T2,MesoAN,Reviewed,pleurosternal ps1,,胸郭張力/剛性などを変える間接制御・張力筋。動力筋DLM/DVMと区別,exact_type_label_bridge,MANC;AZE24,data/nonleg_muscle_evidence.csv,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。,not_measured,1219,17083,"[{""bodyId"": ""802421"", ""type"": ""IN06B013"", ""superclass"": ""vnc_intrinsic"", ""weight"": 282}, {""bodyId"": ""800949"", ""type"": ""IN06B013"", ""superclass"": ""vnc_intrinsic"", ""weight"": 259}, {""bodyId"": ""801273"", ""type"": ""IN13A013"", ""superclass"": ""vnc_intrinsic"", ""weight"": 238}]"
